,total_sqft,bath,price,location,bhk
5548,720.0,1.0,32.39,Law College Road,1
5549,1348.0,2.0,100.0,Law College Road,2
5550,1012.0,2.0,70.0,Law College Road,2
5551,710.0,1.0,40.42,Law College Road,1
5552,1248.52,3.0,115.0,Law College Road,3
5553,1751.0,3.0,115.0,Law College Road,3
5554,3300.0,8.0,310.0,Law College Road,8
5555,1243.0,2.0,46.0,Law College Road,2
5559,1650.0,3.0,150.0,Law College Road,3
5560,1299.0,2.0,89.63,Law College Road,2
5561,1615.0,3.0,150.0,Law College Road,3
5562,1100.0,2.0,44.0,Law College Road,2
5563,883.0,2.0,39.0,Law College Road,2
5565,1200.0,2.0,66.0,Law College Road,3
5566,2206.0,4.0,180.0,Law College Road,3
5567,1245.0,2.0,59.0,Law College Road,2
5568,1175.0,2.0,60.0,Law College Road,2
5569,1310.0,2.0,62.0,Law College Road,2
5570,1015.0,2.0,60.0,Law College Road,2
5572,1828.0,3.0,110.0,Laxmi Road,3
5573,645.0,1.0,16.45,Laxmi Road,1
5578,1566.0,3.0,83.3,Laxmi Road,3
5579,918.0,2.0,52.0,Laxmi Road,2
5580,1225.0,2.0,67.38,Laxmi Road,2
5581,2689.0,6.0,220.0,Laxmi Road,4
5582,665.0,1.0,50.75,Laxmi Road,1
5586,1482.0,2.0,83.73,Laxmi Road,3
5589,2225.0,4.0,169.0,Laxmi Road,3
5590,1754.0,3.0,135.0,Laxmi Road,3
5591,1573.0,3.0,95.0,Laxmi Road,3
5593,4500.0,5.0,250.0,Laxmi Road,7
5594,3000.0,3.0,250.0,Laxmi Road,3
5595,2500.0,4.0,150.0,Laxmi Road,4
5597,1216.0,2.0,97.16,Laxmi Road,2
5598,2600.0,3.0,200.0,Laxmi Road,3
5599,1530.0,2.0,90.0,Laxmi Road,3
5603,1591.0,3.0,115.0,Laxmi Road,3
5606,1575.0,3.0,93.0,Laxmi Road,3
5613,1200.0,2.0,78.0,Laxmi Road,2
5615,1575.0,3.0,101.0,Laxmi Road,3
5616,615.0,1.0,24.0,Laxmi Road,1
5617,1200.0,2.0,65.0,Laxmi Road,2
5620,1030.0,2.0,80.0,Laxmi Road,2
5622,1652.5,3.0,90.0,Laxmi Road,3
5626,950.0,1.0,39.9,Laxmi Road,1
5627,1717.0,3.0,99.0,Laxmi Road,3
5628,1160.0,2.0,59.0,Laxmi Road,2
5630,2901.0,4.0,190.0,Laxmi Road,3
5631,1200.0,2.0,65.0,Laxmi Road,2
5632,940.0,2.0,54.0,Laxmi Road,2
5633,1412.0,2.0,88.0,Laxmi Road,3
5634,5924.0,4.0,625.0,Laxmi Road,4
5635,1614.0,3.0,95.0,Laxmi Road,3
5636,1484.0,3.0,74.18,Laxmi Road,3
5638,1374.0,3.0,72.0,Laxmi Road,3
5639,1634.0,3.0,111.0,Laxmi Road,3
5640,1100.0,2.0,85.0,Laxmi Road,2
5642,1367.0,2.0,86.0,Laxmi Road,2
5643,1466.0,3.0,77.59,Laxmi Road,3
5644,1200.0,2.0,66.0,Laxmi Road,3
5645,1804.0,3.0,150.0,Laxmi Road,3
5646,1320.0,2.0,91.0,Laxmi Road,2
5648,1007.0,2.0,53.0,Laxmi Road,2
5649,1350.0,2.0,130.0,Laxmi Road,3
5651,656.0,1.0,38.77,Laxmi Road,1
5654,1340.0,2.0,73.0,Laxmi Road,2
5658,1222.0,2.0,98.0,Laxmi Road,2
5660,2275.0,4.0,182.0,Laxmi Road,3
5661,936.0,1.0,53.0,Laxmi Road,1
5662,1230.0,2.0,66.25,Laxmi Road,2
5665,410.0,1.0,10.0,Laxmi Road,1
5668,1530.0,3.0,76.34,Laxmi Road,3
5669,625.0,1.0,43.68,Laxmi Road,1
5670,1827.0,3.0,97.0,Laxmi Road,3
5671,1322.0,2.0,77.9,Laxmi Road,2
5672,1343.0,2.0,76.0,Laxmi Road,2
5673,1180.0,2.0,85.0,Laxmi Road,2
5675,1410.5,2.0,70.385,Laxmi Road,3
5676,1500.0,3.0,100.0,Laxmi Road,3
5677,1676.0,3.0,92.13,Laxmi Road,3
5678,1770.0,3.0,99.0,Laxmi Road,3
5680,1181.0,2.0,61.0,Laxmi Road,2
5685,1670.0,3.0,99.0,Lulla Nagar,3
5687,1644.0,3.0,84.0,Lulla Nagar,3
5688,1200.0,2.0,79.0,Lulla Nagar,2
5690,1030.0,2.0,49.0,Lulla Nagar,2
5691,1153.0,2.0,57.0,Lulla Nagar,2
5692,2830.0,3.0,195.0,Lulla Nagar,4
5695,2144.0,3.0,135.0,Lulla Nagar,3
5698,628.0,1.0,24.0,Lulla Nagar,1
5700,3715.0,6.0,224.5,Lulla Nagar,4
5701,1724.0,3.0,127.0,Lulla Nagar,3
5702,1200.0,2.0,95.0,Lulla Nagar,2
5703,1206.0,2.0,56.0,Lulla Nagar,2
5704,1476.0,3.0,105.0,Lulla Nagar,3
5705,1200.0,2.0,80.0,Lulla Nagar,3
5707,1639.0,3.0,83.0,Lulla Nagar,3
5708,1255.0,2.0,92.0,Lulla Nagar,2
5710,871.0,2.0,55.0,Lulla Nagar,2
5711,1476.0,3.0,89.0,Lulla Nagar,3
5712,1700.0,3.0,120.0,Lulla Nagar,3
5713,1517.0,3.0,76.3,Lulla Nagar,3
5714,1372.0,2.0,90.0,Lulla Nagar,3
5715,1100.0,2.0,54.0,Lulla Nagar,2
5716,1241.0,2.0,82.0,Lulla Nagar,2
5717,1137.0,2.0,63.0,Lulla Nagar,2
5718,1680.0,3.0,120.0,Lulla Nagar,3
5720,1255.0,2.0,80.0,Lulla Nagar,2
5721,1965.0,4.0,125.0,Lulla Nagar,3
5722,1097.0,2.0,65.0,Lulla Nagar,2
5726,1785.0,3.0,118.0,Lulla Nagar,3
5730,650.0,1.0,25.0,Lulla Nagar,1
5731,1070.0,2.0,49.65,Lulla Nagar,2
5733,1020.0,2.0,62.0,Lulla Nagar,2
5734,1852.0,2.0,95.0,Lulla Nagar,3
5736,1435.0,3.0,73.0,Lulla Nagar,3
5737,1381.0,2.0,76.18,Lulla Nagar,3
5738,614.5,1.0,30.715,Lulla Nagar,1
5740,550.0,1.0,23.0,Lulla Nagar,1
5741,1060.0,2.0,49.27,Lulla Nagar,2
5742,1200.0,4.0,80.0,Lulla Nagar,3
5745,1322.0,2.0,80.0,Lulla Nagar,2
5747,435.0,1.0,21.0,Lulla Nagar,1
5749,1000.0,2.0,58.0,Lulla Nagar,2
5750,1564.0,3.0,105.0,Lulla Nagar,3
5752,1603.0,3.0,113.0,Lulla Nagar,3
5753,1125.0,2.0,55.0,Lulla Nagar,2
5754,1650.0,3.0,100.0,Lulla Nagar,3
5755,3181.0,2.0,229.0,Lulla Nagar,4
5756,1210.0,2.0,81.0,Lulla Nagar,3
5757,1255.0,2.0,57.5,Lulla Nagar,2
5758,1350.0,3.0,81.0,Lulla Nagar,3
5762,1073.0,2.0,52.36,Lulla Nagar,2
5765,1210.0,2.0,69.0,Lulla Nagar,2
5766,534.0,1.0,19.65,Lulla Nagar,1
5768,1050.0,2.0,49.5,Lulla Nagar,2
5770,1050.0,2.0,48.0,Lulla Nagar,2
5771,1830.0,3.0,133.0,Lulla Nagar,3
5773,1420.0,2.0,99.39,Lulla Nagar,2
5774,2800.0,5.0,220.0,Lulla Nagar,5
5775,1162.0,2.0,58.0,Lulla Nagar,2
5777,1277.0,2.0,92.0,Lulla Nagar,2
5778,1100.0,2.0,58.0,Lulla Nagar,2
5780,1765.0,3.0,118.0,Lulla Nagar,3
5781,3200.0,4.0,270.0,Lulla Nagar,4
5783,1933.0,3.0,140.0,Lulla Nagar,3
5784,1880.0,3.0,96.5,Lulla Nagar,3
5786,1056.0,2.0,75.0,Lulla Nagar,2
5787,1200.0,2.0,65.0,Lulla Nagar,2
5789,1724.0,3.0,128.0,Lulla Nagar,3
5790,1930.0,4.0,122.0,Lulla Nagar,3
5791,1000.0,1.0,60.0,Lulla Nagar,1
5793,1500.0,2.0,91.0,Lulla Nagar,2
5796,1154.0,2.0,57.0,Lulla Nagar,2
5797,1910.0,4.0,150.0,Lulla Nagar,3
5798,1309.0,2.0,69.5,Lulla Nagar,2
5799,1945.0,3.0,135.0,Lulla Nagar,3
5801,814.0,2.0,43.7,Lulla Nagar,2
5804,1285.0,2.0,72.5,Mahatma Gandhi Road,2
5805,1230.0,2.0,48.0,Mahatma Gandhi Road,2
5807,1222.0,2.0,45.0,Mahatma Gandhi Road,2
5808,1200.0,2.0,85.0,Mahatma Gandhi Road,2
5811,1800.0,3.0,110.0,Mahatma Gandhi Road,3
5812,1256.0,2.0,62.8,Mahatma Gandhi Road,2
5814,1500.0,2.0,100.0,Mahatma Gandhi Road,3
5815,850.0,2.0,25.0,Mahatma Gandhi Road,2
5816,1277.0,2.0,61.3,Mahatma Gandhi Road,2
5818,1670.0,3.0,91.86,Mahatma Gandhi Road,3
5819,900.0,2.0,55.0,Mahatma Gandhi Road,2
5820,1075.0,2.0,52.0,Mahatma Gandhi Road,2
5821,1901.0,3.0,119.0,Mahatma Gandhi Road,3
5822,1139.0,2.0,56.8,Mahatma Gandhi Road,2
5823,1804.0,3.0,102.0,Mahatma Gandhi Road,3
5824,1400.0,3.0,91.15,Mahatma Gandhi Road,4
5825,1917.0,3.0,122.0,Mahatma Gandhi Road,3
5826,1020.0,2.0,40.0,Mahatma Gandhi Road,2
5827,1200.0,2.0,65.0,Mahatma Gandhi Road,2
5829,1634.0,3.0,78.0,Mahatma Gandhi Road,3
5830,1220.0,3.0,62.0,Mahatma Gandhi Road,3
5832,3800.0,8.0,200.0,Mahatma Gandhi Road,6
5834,2400.0,3.0,149.0,Mahatma Gandhi Road,3
5835,1360.0,2.0,70.5,Mahatma Gandhi Road,3
5836,675.0,3.0,52.0,Mahatma Gandhi Road,2
5837,1200.0,2.0,55.0,Mahatma Gandhi Road,2
5838,1904.0,3.0,155.0,Mahatma Gandhi Road,3
5839,1300.0,2.0,70.0,Mahatma Gandhi Road,3
5840,850.0,2.0,35.0,Mahatma Gandhi Road,2
5841,1027.0,2.0,44.0,Mahatma Gandhi Road,2
5842,2000.0,4.0,180.0,Mahatma Gandhi Road,5
5843,4000.0,7.0,130.0,Mahatma Gandhi Road,7
5844,1180.0,2.0,60.0,Mahatma Gandhi Road,3
5845,1290.0,2.0,52.0,Mahatma Gandhi Road,2
5846,1120.0,2.0,40.0,Mahatma Gandhi Road,2
5847,1015.0,2.0,48.0,Mahatma Gandhi Road,2
5848,3752.5,2.0,177.115,Mahatma Gandhi Road,2
5849,1160.0,2.0,33.5,Mahatma Gandhi Road,2
5850,1762.0,3.0,112.0,Mahatma Gandhi Road,3
5851,1085.0,2.0,57.0,Mahatma Gandhi Road,2
5852,880.0,2.0,50.0,Mahatma Gandhi Road,2
5854,1300.0,2.0,60.0,Mahatma Gandhi Road,2
5855,1752.0,3.0,105.0,Mahatma Gandhi Road,3
5856,1100.0,2.0,58.0,Mahatma Gandhi Road,2
5857,2070.0,3.0,135.0,Mahatma Gandhi Road,3
5859,2173.0,3.0,128.0,Mahatma Gandhi Road,3
5860,1000.0,2.0,44.0,Mahatma Gandhi Road,2
5861,1160.0,2.0,36.54,Mahatma Gandhi Road,2
5862,1044.0,2.0,34.77,Mahatma Gandhi Road,2
5863,1196.0,2.0,57.9,Mahatma Gandhi Road,2
5867,1222.0,2.0,80.0,Mahatma Gandhi Road,2
5868,1917.0,3.0,132.0,Mahatma Gandhi Road,3
5869,1190.0,2.0,48.6,Mahatma Gandhi Road,2
5870,1610.0,2.0,115.0,Mahatma Gandhi Road,3
5871,1074.0,2.0,42.79,Mahatma Gandhi Road,2
5872,1836.0,3.0,125.0,Mahatma Gandhi Road,3
5873,1125.0,2.0,48.0,Mahatma Gandhi Road,2
5874,1054.0,2.0,53.0,Mahatma Gandhi Road,2
5875,3000.0,6.0,250.0,Mahatma Gandhi Road,6
5876,1225.0,2.0,62.0,Mahatma Gandhi Road,2
5878,965.0,2.0,37.15,Mahatma Gandhi Road,2
5880,1186.0,2.0,72.0,Mahatma Gandhi Road,2
5881,1843.0,3.0,87.54,Mahatma Gandhi Road,3
5882,780.0,2.0,31.0,Mahatma Gandhi Road,2
5883,1142.0,2.0,35.0,Mahatma Gandhi Road,2
5884,929.0,2.0,49.0,Mahatma Gandhi Road,2
5885,4278.0,7.0,299.0,Mahatma Gandhi Road,7
5886,1846.0,3.0,135.0,Mahatma Gandhi Road,3
5887,1060.0,2.0,48.66,Mahatma Gandhi Road,2
5888,1263.0,2.0,47.36,Mahatma Gandhi Road,2
5889,1200.0,2.0,54.0,Mahatma Gandhi Road,2
5891,1110.0,2.0,36.25,Mahatma Gandhi Road,2
5892,1451.0,3.0,68.0,Mahatma Gandhi Road,3
5893,1082.0,2.0,64.0,Mahatma Gandhi Road,2
5896,1270.0,2.0,94.0,Mahatma Gandhi Road,2
5897,1246.0,2.0,67.5,Mahatma Gandhi Road,2
5898,1140.0,2.0,43.0,Mahatma Gandhi Road,2
5899,883.0,2.0,37.0,Mahatma Gandhi Road,2
5900,1755.0,3.0,117.0,Mahatma Gandhi Road,3
5901,1524.0,2.0,72.0,Mahatma Gandhi Road,3
5902,850.0,2.0,45.0,Mahatma Gandhi Road,2
5903,2257.0,3.0,155.0,Mahatma Gandhi Road,3
5904,1715.0,3.0,105.0,Mahatma Gandhi Road,3
5905,1065.0,2.0,46.0,Mahatma Gandhi Road,2
5906,1610.0,3.0,78.5,Mahatma Gandhi Road,3
5907,1090.0,2.0,46.0,Mahatma Gandhi Road,2
5908,1950.0,3.0,132.0,Mahatma Gandhi Road,3
5911,3500.0,3.0,275.0,Mahatma Gandhi Road,3
5912,1454.0,3.0,71.5,Mahatma Gandhi Road,3
5913,1185.0,2.0,75.0,Mangalwar peth,2
5914,1200.0,3.0,90.0,Mangalwar peth,3
5917,1170.0,2.0,66.0,Mangalwar peth,3
5918,1375.0,3.0,70.0,Mangalwar peth,3
5921,2268.0,3.0,163.0,Mangalwar peth,4
5923,1535.0,3.0,85.0,Mangalwar peth,3
5925,1197.0,2.0,84.0,Mangalwar peth,2
5928,1632.0,3.0,145.0,Mangalwar peth,4
5929,1200.0,3.0,95.0,Mangalwar peth,3
5931,825.0,1.0,45.0,Mangalwar peth,1
5932,1819.0,3.0,100.0,Mangalwar peth,3
5938,606.0,1.0,34.78,Mangalwar peth,1
5939,1400.0,2.0,100.0,Mangalwar peth,2
5940,1950.0,3.0,130.0,Mangalwar peth,3
5941,1290.0,2.0,87.0,Mangalwar peth,2
5942,1615.0,3.0,89.75,Mangalwar peth,3
5943,3895.0,4.0,220.0,Mangalwar peth,4
5945,4000.0,4.0,220.0,Mangalwar peth,4
5946,1374.0,2.0,70.0,Mangalwar peth,3
5947,1055.0,2.0,57.63,Mangalwar peth,2
5950,1715.0,3.0,115.0,Mangalwar peth,3
5952,1500.0,2.0,120.0,Mangalwar peth,3
5954,1645.0,3.0,120.0,Mangalwar peth,3
5955,715.0,1.0,29.0,Mangalwar peth,1
5956,1751.0,2.0,115.0,Mangalwar peth,3
5960,1150.0,2.0,60.0,Mangalwar peth,3
5962,3563.0,6.0,310.0,Mangalwar peth,4
5964,1620.0,3.0,130.0,Mangalwar peth,3
5965,905.0,1.0,50.0,Mangalwar peth,1
5970,1200.0,1.0,48.0,Mangalwar peth,1
5971,1000.0,2.0,61.0,Mangalwar peth,2
5972,1200.0,2.0,75.0,Mangalwar peth,2
5974,1299.0,2.0,100.0,Mangalwar peth,2
5975,1500.0,2.0,77.5,Mangalwar peth,3
5979,750.0,2.0,58.0,Mangalwar peth,2
5980,2280.0,4.0,184.0,Mangalwar peth,3
5981,1520.0,2.0,85.0,Mangalwar peth,3
5982,670.0,1.0,50.0,Mangalwar peth,1
5985,1568.0,2.0,100.0,Mangalwar peth,3
5988,1200.0,3.0,72.0,Mangalwar peth,3
5990,2254.0,3.0,170.0,Mangalwar peth,3
5991,1810.0,3.0,100.0,Mangalwar peth,3
5994,1050.0,2.0,68.0,Mangalwar peth,2
5995,1806.0,1.0,150.0,Mangalwar peth,1
5997,700.0,1.0,41.0,Mangalwar peth,2
5998,2087.01,4.0,135.0,Mangalwar peth,3
6008,1431.0,3.0,85.0,Mangalwar peth,3
6011,1200.0,2.0,78.0,Mangalwar peth,2
6015,1300.0,2.0,95.0,Mangalwar peth,2
6016,1200.0,3.0,74.52,Mangalwar peth,3
6018,1718.0,3.0,90.2,Mangalwar peth,3
6019,1635.0,3.0,85.0,Mangalwar peth,3
6021,550.0,1.0,16.75,Mangalwar peth,1
6023,2236.0,4.0,153.0,Mangalwar peth,4
6026,3206.0,5.0,270.0,Mangalwar peth,4
6027,1294.0,2.0,115.0,Mangalwar peth,2
6029,1724.0,3.0,125.0,Mangalwar peth,3
6030,1348.0,2.0,80.5,Mangalwar peth,3
6031,2700.0,3.0,230.0,Mangalwar peth,4
6035,1710.0,4.0,91.31,Manik Bagh,3
6037,1325.0,2.0,76.0,Manik Bagh,2
6038,708.0,1.0,40.0,Manik Bagh,2
6039,1050.0,1.0,56.0,Manik Bagh,2
6040,1590.0,2.0,125.0,Manik Bagh,3
6043,1639.0,3.0,110.0,Manik Bagh,3
6044,1500.0,3.0,100.0,Manik Bagh,3
6045,3356.0,4.0,251.0,Manik Bagh,4
6046,1765.0,3.0,125.0,Manik Bagh,3
6048,665.0,2.0,28.585,Manik Bagh,1
6050,1041.0,2.0,65.5,Manik Bagh,2
6053,1767.0,3.0,98.0,Manik Bagh,3
6057,1100.0,2.0,61.0,Manik Bagh,2
6060,1178.0,2.0,73.0,Manik Bagh,2
6062,1950.0,3.0,131.0,Manik Bagh,3
6063,2340.0,4.0,148.0,Manik Bagh,4
6064,1700.0,3.0,155.0,Manik Bagh,3
6065,1918.0,3.0,129.0,Manik Bagh,3
6066,2830.0,5.0,160.0,Manik Bagh,4
6069,1200.0,2.0,75.0,Manik Bagh,2
6072,4000.0,3.0,235.0,Manik Bagh,3
6073,1235.0,2.0,63.0,Manik Bagh,2
6074,1230.0,2.0,94.5,Manik Bagh,2
6075,1846.0,3.0,155.0,Manik Bagh,3
6079,1255.0,2.0,90.0,Manik Bagh,3
6080,2000.0,6.0,85.0,Manik Bagh,6
6081,1862.0,3.0,125.0,Manik Bagh,3
6082,1685.0,3.0,95.0,Manik Bagh,3
6083,1650.0,3.0,84.0,Manik Bagh,3
6088,957.0,2.0,52.5,Manik Bagh,2
6091,1750.0,3.0,130.0,Manik Bagh,3
6092,1890.0,2.0,100.0,Manik Bagh,3
6093,1240.0,2.0,65.0,Manik Bagh,3
6094,552.0,1.0,23.5,Manik Bagh,1
6097,525.0,1.0,26.25,Manik Bagh,1
6098,1864.0,3.0,105.0,Manik Bagh,4
6099,2850.0,5.0,240.0,Manik Bagh,4
6100,1890.0,4.0,100.0,Manik Bagh,3
6101,950.0,2.0,58.11,Manik Bagh,2
6102,4920.0,4.0,393.5,Manik Bagh,4
6104,1200.0,2.0,68.0,Manik Bagh,2
6105,645.0,1.0,34.18,Manik Bagh,1
6108,662.0,1.0,45.0,Manik Bagh,1
6110,1691.0,3.0,120.0,Manik Bagh,3
6111,1350.0,2.0,99.0,Manik Bagh,2
6112,1740.0,3.0,95.0,Manik Bagh,3
6113,1161.0,2.0,59.0,Manik Bagh,2
6114,1535.0,3.0,85.0,Manik Bagh,3
6115,1186.0,2.0,76.0,Manik Bagh,2
6119,1300.0,2.0,100.0,Manik Bagh,2
6121,1167.0,2.0,64.08,Manik Bagh,2
6122,1170.0,2.0,65.0,Manik Bagh,2
6124,1153.0,2.0,60.0,Manik Bagh,2
6128,1250.0,2.0,93.0,Manik Bagh,2
6129,610.0,1.0,28.0,Manik Bagh,1
6130,1407.0,2.0,98.49,Manik Bagh,2
6132,1850.0,3.0,110.0,Manik Bagh,3
6134,1120.0,2.0,70.0,Manik Bagh,2
6136,2955.0,3.0,235.0,Manik Bagh,3
6140,1157.0,2.0,65.0,Manik Bagh,2
6141,4144.0,5.0,331.0,Manik Bagh,5
6142,1622.0,3.0,95.0,Manik Bagh,3
6145,1480.0,2.0,75.0,Manik Bagh,3
6146,1200.0,2.0,44.0,Market yard,2
6147,957.0,2.0,58.0,Market yard,2
6149,1850.0,3.0,150.0,Market yard,3
6151,2250.0,3.0,160.0,Market yard,3
6152,3670.0,4.0,300.0,Market yard,4
6153,793.0,2.0,45.0,Market yard,2
6154,1141.0,2.0,62.0,Market yard,2
6156,1475.0,2.0,120.0,Market yard,3
6157,1395.0,2.0,63.59,Market yard,2
6158,920.0,2.0,39.55,Market yard,2
6159,1210.0,2.0,62.0,Market yard,2
6160,1200.0,2.0,65.0,Market yard,2
6161,5080.0,7.0,450.0,Market yard,6
6163,1100.0,2.0,55.0,Market yard,2
6165,1260.0,2.0,46.62,Market yard,2
6166,1325.0,2.0,119.0,Market yard,2
6167,1410.0,2.0,80.0,Market yard,3
6169,1180.0,2.0,100.0,Market yard,2
6170,1100.0,2.0,53.0,Market yard,2
6172,905.0,1.0,55.0,Market yard,1
6174,885.0,2.0,40.0,Market yard,2
6176,596.0,1.0,42.0,Market yard,1
6177,3227.0,5.0,250.0,Market yard,5
6178,1280.0,2.0,76.0,Market yard,2
6179,1315.0,2.0,74.0,Market yard,3
6180,2135.0,3.0,160.0,Market yard,3
6182,1200.0,2.0,59.0,Market yard,2
6183,1015.0,2.0,58.0,Market yard,2
6184,1160.0,2.0,42.92,Market yard,2
6185,1760.0,3.0,123.0,Market yard,3
6187,900.0,2.0,48.0,Market yard,2
6188,1035.0,2.0,45.5,Market yard,2
6189,1255.0,2.0,79.0,Market yard,2
6190,1847.0,3.0,135.0,Market yard,3
6194,1724.0,3.0,124.0,Market yard,3
6195,1685.0,3.0,100.0,Market yard,3
6196,1200.0,2.0,75.0,Market yard,2
6197,2800.0,4.0,100.0,Market yard,6
6199,1060.0,2.0,53.0,Market yard,2
6200,1261.0,2.0,61.0,Market yard,2
6201,1480.0,2.0,84.0,Market yard,3
6202,1500.0,1.0,75.0,Market yard,1
6204,1170.0,2.0,65.0,Market yard,2
6205,1170.0,2.0,75.0,Market yard,2
6206,1050.0,2.0,70.0,Market yard,2
6209,1128.0,2.0,48.79,Market yard,2
6210,1040.0,2.0,61.0,Market yard,2
6212,1400.0,2.0,85.0,Market yard,2
6213,1175.0,2.0,48.72,Market yard,2
6214,1308.0,2.0,60.0,Market yard,2
6215,1140.0,2.0,40.0,Market yard,2
6216,1300.0,2.0,54.0,Market yard,2
6217,728.5,1.0,31.315,Market yard,1
6218,1050.0,2.0,52.08,Market yard,2
6220,1275.0,2.0,47.0,Market yard,2
6221,1200.0,2.0,75.0,Market yard,2
6223,2250.0,3.0,199.0,Market yard,3
6224,1090.0,2.0,57.0,Market yard,2
6225,1306.0,2.0,65.0,Market yard,2
6226,905.0,2.0,65.0,Market yard,2
6227,560.0,1.0,45.0,Market yard,1
6228,1910.0,3.0,150.0,Market yard,3
6229,1730.0,3.0,95.0,Market yard,3
6230,900.0,2.0,48.0,Market yard,2
6231,1160.0,2.0,67.0,Market yard,2
6233,2400.0,2.0,185.0,Market yard,3
6235,1035.0,2.0,51.5,Market yard,2
6236,1161.0,2.0,55.15,Market yard,2
6238,1584.01,3.0,104.0,Market yard,3
6239,4395.0,3.0,240.0,Market yard,3
6240,1000.0,2.0,50.0,Market yard,2
6241,2289.0,3.0,178.0,Market yard,3
6242,3150.0,4.0,180.0,Market yard,4
6244,2750.0,6.0,200.0,Market yard,6
6247,1300.0,2.0,90.0,Market yard,2
6248,1150.0,2.0,90.0,Market yard,2
6249,1846.0,3.0,120.0,Market yard,3
6250,1216.0,2.0,75.0,Market yard,2
6251,1800.0,3.0,130.0,Market yard,3
6252,1225.0,2.0,48.0,Market yard,2
6253,1187.0,2.0,40.14,Market yard,2
6254,3210.0,2.0,192.0,Model colony,4
6256,4050.0,3.0,280.0,Model colony,3
6257,525.0,2.0,21.53,Model colony,1
6258,11890.0,4.0,700.0,Model colony,4
6259,1372.0,2.0,68.0,Model colony,2
6260,1000.0,2.0,50.0,Model colony,2
6261,918.0,2.0,50.49,Model colony,2
6262,1710.0,3.0,107.0,Model colony,3
6263,400.0,1.0,12.0,Model colony,1
6264,1500.0,2.0,69.0,Model colony,2
6267,1532.0,3.0,92.0,Model colony,3
6268,890.0,2.0,40.0,Model colony,2
6270,927.0,2.0,55.0,Model colony,2
6271,3012.0,6.0,250.0,Model colony,4
6272,1100.0,2.0,75.0,Model colony,3
6274,3715.0,6.0,200.5,Model colony,4
6275,1692.0,3.0,88.0,Model colony,3
6276,1238.0,2.0,67.0,Model colony,2
6278,527.0,1.0,26.0,Model colony,1
6281,1069.0,2.0,55.0,Model colony,2
6282,1365.0,2.0,73.0,Model colony,2
6283,1260.0,1.0,41.0,Model colony,1
6284,10000.0,16.0,550.0,Model colony,16
6285,2145.0,4.0,125.0,Model colony,4
6289,2400.0,3.0,165.0,Model colony,3
6290,620.0,1.0,27.0,Model colony,1
6292,1830.0,3.0,101.0,Model colony,3
6293,662.0,1.0,42.0,Model colony,1
6294,3360.0,5.0,225.0,Model colony,4
6295,1778.0,3.0,122.0,Model colony,3
6296,1200.0,3.0,72.0,Model colony,3
6298,1275.0,2.0,87.0,Model colony,2
6302,1220.0,2.0,59.0,Model colony,2
6304,3500.0,6.0,120.0,Model colony,8
6305,900.0,2.0,50.0,Model colony,2
6306,1080.0,2.0,75.0,Model colony,3
6308,1268.0,2.0,69.0,Model colony,2
6309,1500.0,3.0,83.0,Model colony,3
6312,2195.0,2.0,152.0,Model colony,3
6313,1100.0,2.0,55.0,Model colony,2
6314,1141.0,2.0,55.0,Model colony,2
6316,1351.0,2.0,74.0,Model colony,2
6317,1300.0,2.0,67.0,Model colony,3
6319,1152.0,2.0,61.0,Model colony,2
6320,850.0,1.0,39.5,Model colony,2
6323,1996.0,4.0,123.0,Model colony,3
6324,1660.0,2.0,100.0,Model colony,3
6326,1250.0,2.0,75.0,Model colony,2
6328,1216.0,2.0,84.03,Model colony,2
6329,3700.0,4.0,314.0,Model colony,4
6330,1929.0,3.0,103.0,Model colony,3
6332,1763.25,3.0,98.0,Model colony,3
6333,2249.81,4.0,245.0,Model colony,4
6334,1447.0,2.0,75.97,Model colony,2
6335,2357.0,3.0,135.0,Model colony,3
6336,1280.0,2.0,120.0,Model colony,2
6338,1450.0,3.0,88.6,Model colony,3
6340,1505.0,3.0,78.0,Model colony,3
6341,600.0,1.0,20.0,Model colony,1
6342,2422.0,4.0,135.0,Model colony,4
6343,1520.0,2.0,81.0,Model colony,3
6346,3300.0,3.0,255.0,Model colony,5
6347,2400.0,5.0,75.0,Model colony,6
6349,1300.0,3.0,77.99,Model colony,3
6351,1170.0,2.0,56.0,Model colony,2
6352,1200.0,1.0,39.82,Model colony,1
6353,7000.0,6.0,560.0,Model colony,6
6354,500.0,1.0,13.0,Model colony,1
6355,1760.0,3.0,185.0,Model colony,3
6356,823.0,2.0,80.0,Model colony,2
6358,1260.0,2.0,85.5,Model colony,2
6360,1891.0,3.0,110.0,Model colony,3
6361,595.0,1.0,40.0,Model colony,1
6363,1221.0,3.0,65.0,Model colony,3
6364,1400.0,2.0,65.0,Model colony,2
6365,1719.0,3.0,95.0,Model colony,3
6366,1855.0,3.0,135.0,Model colony,3
6368,1500.0,2.0,78.0,Model colony,3
6369,2795.0,4.0,235.0,Mukund Nagar,3
6370,2420.0,3.0,185.0,Mukund Nagar,3
6372,1250.0,2.0,76.0,Mukund Nagar,2
6374,469.0,1.0,25.0,Mukund Nagar,1
6376,1950.0,4.0,130.0,Mukund Nagar,4
6377,1082.0,2.0,57.5,Mukund Nagar,3
6382,1105.0,2.0,65.0,Mukund Nagar,2
6383,1650.0,3.0,110.0,Mukund Nagar,3
6388,1285.0,2.0,68.0,Mukund Nagar,3
